date,min,max,normal_min,normal_max
19600528,40.0,78.0,49.1,76.7
19600529,45.0,80.0,49.3,76.9
19600530,46.0,84.0,49.4,77.1
19600531,51.0,84.0,49.6,77.3
19600601,48.0,95.0,49.7,77.5
19600602,50.0,97.0,49.9,77.7
19600603,53.0,96.0,50.0,77.9
19600604,49.0,95.0,50.2,78.1
19600605,50.0,93.0,50.3,78.3
19600606,49.0,85.0,50.5,78.5
19600607,44.0,77.0,50.6,78.8
19600608,42.0,81.0,50.8,79.0
19600609,45.0,87.0,50.9,79.2
19600610,49.0,84.0,51.1,79.5
19600611,49.0,88.0,51.3,79.8
19600612,48.0,93.0,51.5,80.1
19600613,52.0,90.0,51.6,80.3
19600614,58.0,84.0,51.8,80.6
19600615,61.0,88.0,52.0,81.0
19600616,54.0,85.0,52.2,81.3
19600617,45.0,82.0,52.4,81.6
19600618,48.0,80.0,52.6,82.0
19600619,49.0,73.0,52.8,82.3
19600620,39.0,76.0,53.1,82.7
19600621,42.0,81.0,53.3,83.1
19600622,44.0,88.0,53.5,83.5
19600623,49.0,94.0,53.7,83.9
19600624,55.0,89.0,54.0,84.3
19600625,49.0,85.0,54.2,84.7
19600626,45.0,88.0,54.5,85.1
19600627,49.0,91.0,54.7,85.5
19600628,54.0,91.0,55.0,85.9
19600629,56.0,88.0,55.2,86.3
19600630,56.0,85.0,55.5,86.7
19600701,56.0,81.0,55.7,87.2
19600702,48.0,87.0,56.0,87.6
19600703,50.0,89.0,56.2,88.0
19600704,53.0,95.0,56.5,88.4
19600705,55.0,100.0,56.7,88.8
19600706,61.0,103.0,57.0,89.2
19600707,61.0,99.0,57.2,89.6
19600708,55.0,94.0,57.5,89.9
19600709,53.0,87.0,57.7,90.3
19600710,49.0,87.0,57.9,90.6
19600711,49.0,91.0,58.1,90.9
19600712,52.0,90.0,58.3,91.3
19600713,52.0,89.0,58.5,91.6
19600714,58.0,90.0,58.7,91.8
19600715,59.0,98.0,58.9,92.1
19600716,60.0,100.0,59.0,92.3
19600717,63.0,100.0,59.2,92.6
19600718,61.0,99.0,59.3,92.8
19600719,61.0,96.0,59.5,92.9
19600720,56.0,96.0,59.6,93.1
19600721,54.0,95.0,59.7,93.2
19600722,55.0,93.0,59.8,93.4
19600723,52.0,90.0,59.8,93.5
19600724,51.0,95.0,59.9,93.5
19600725,63.0,87.0,59.9,93.6
19600726,60.0,97.0,60.0,93.6
19600727,64.0,101.0,60.0,93.6
19600728,62.0,105.0,60.0,93.6
19600729,67.0,101.0,60.0,93.6
19600730,65.0,94.0,60.0,93.6
19600731,58.0,87.0,60.0,93.5
19600801,54.0,88.0,59.9,93.5
19600802,52.0,92.0,59.9,93.4
19600803,54.0,89.0,59.8,93.3
19600804,52.0,90.0,59.7,93.2
19600805,52.0,93.0,59.6,93.1
19600806,55.0,103.0,59.5,92.9
19600807,60.0,104.0,59.4,92.8
19600808,59.0,104.0,59.3,92.6
19600809,63.0,100.0,59.2,92.5
19600810,56.0,100.0,59.0,92.3
19600811,58.0,98.0,58.9,92.1
19600812,53.0,90.0,58.7,91.9
